s0,s1,s2a,s2b
0.29391,0.66431,0.00929,0.03250
0.20859,0.71451,0.04194,0.03496
0.81312,0.16530,0.01349,0.00809
0.94309,0.04157,0.01330,0.00203
0.95655,0.02890,0.01314,0.00141
0.12958,0.80106,0.03017,0.03919
0.26539,0.68528,0.01580,0.03353
0.46871,0.34985,0.16433,0.01712
0.47429,0.40122,0.10487,0.01963
0.03399,0.91834,0.00274,0.04493
0.90375,0.08308,0.00911,0.00406
0.85843,0.12393,0.01158,0.00606
0.83211,0.12679,0.03489,0.00620
0.85695,0.12536,0.01155,0.00613
0.95855,0.02721,0.01292,0.00133
0.83812,0.12143,0.03450,0.00594
0.95853,0.02722,0.01292,0.00133
0.86041,0.12203,0.01159,0.00597
0.97440,0.01511,0.00975,0.00074
0.85529,0.12697,0.01153,0.00621
0.47269,0.46251,0.04218,0.02263
0.98514,0.00752,0.00697,0.00037
0.95853,0.02722,0.01292,0.00133
0.94604,0.03719,0.01495,0.00182
0.85915,0.12323,0.01159,0.00603
0.03340,0.72120,0.21011,0.03528
0.93784,0.04288,0.01718,0.00210
0.89135,0.09379,0.01027,0.00459
0.81264,0.14573,0.03450,0.00713
0.97477,0.01477,0.00973,0.00072
0.04625,0.90015,0.00956,0.04404
0.04373,0.87081,0.04285,0.04260
0.24557,0.54791,0.17971,0.02681
0.91616,0.07134,0.00902,0.00349
0.95855,0.02721,0.01292,0.00133
0.52787,0.41445,0.03741,0.02028
0.06619,0.79764,0.09715,0.03902
0.50033,0.44048,0.03764,0.02155
0.95796,0.02760,0.01309,0.00135
0.56243,0.40993,0.00759,0.02005
0.02889,0.91839,0.00779,0.04493
0.97476,0.01479,0.00973,0.00072
0.01249,0.93900,0.00256,0.04594
0.44403,0.48420,0.04809,0.02369
0.81799,0.13691,0.03840,0.00670
0.97512,0.01457,0.00959,0.00071
0.47063,0.46912,0.03729,0.02295
0.93327,0.04722,0.01721,0.00231
0.19589,0.73123,0.03710,0.03577
0.96767,0.02021,0.01114,0.00099
0.95235,0.03080,0.01534,0.00151
0.25284,0.67806,0.03593,0.03317
0.96121,0.02422,0.01338,0.00118
0.84582,0.09761,0.05180,0.00478
0.97490,0.01479,0.00959,0.00072
0.95854,0.02721,0.01292,0.00133
0.97490,0.01479,0.00959,0.00072
0.93409,0.04736,0.01624,0.00232
0.84800,0.09576,0.05156,0.00468
0.95278,0.03271,0.01291,0.00160
0.18485,0.74345,0.03533,0.03637
0.52877,0.30726,0.14894,0.01503
0.22905,0.69000,0.04720,0.03376
0.59867,0.23745,0.15227,0.01162
0.67178,0.27938,0.03517,0.01367
0.86815,0.09176,0.03560,0.00449
0.47834,0.34287,0.16202,0.01677
0.97514,0.01456,0.00959,0.00071
0.91866,0.05906,0.01938,0.00289
0.84896,0.10978,0.03589,0.00537
0.90035,0.08643,0.00899,0.00423
0.49122,0.33682,0.15549,0.01648
0.40063,0.42070,0.15810,0.02058
0.19121,0.75838,0.01331,0.03710
0.95862,0.02714,0.01291,0.00133
0.04098,0.84176,0.07608,0.04118
0.97514,0.01456,0.00959,0.00071
0.85773,0.12460,0.01158,0.00610
0.96791,0.01996,0.01115,0.00098
0.17043,0.75498,0.03765,0.03694
0.52074,0.43539,0.02257,0.02130
0.75928,0.21710,0.01300,0.01062
0.95852,0.02723,0.01292,0.00133
0.18651,0.76163,0.01459,0.03726
0.95854,0.02721,0.01292,0.00133
0.95851,0.02724,0.01292,0.00133
0.85688,0.12543,0.01155,0.00614
0.97124,0.01819,0.00967,0.00089
0.74627,0.17651,0.06858,0.00864
0.84832,0.13314,0.01203,0.00651
0.01615,0.93402,0.00413,0.04570
0.35013,0.47276,0.15398,0.02313
0.84622,0.13514,0.01202,0.00661
0.18518,0.71478,0.06507,0.03497
0.95854,0.02721,0.01292,0.00133
0.82174,0.11716,0.05537,0.00573
0.01141,0.92477,0.01858,0.04524
0.76825,0.19080,0.03162,0.00933
0.01052,0.94117,0.00226,0.04605
0.82451,0.11529,0.05456,0.00564
0.71863,0.20310,0.06834,0.00994
0.83560,0.14552,0.01176,0.00712
0.39499,0.54098,0.03756,0.02647
0.92684,0.05319,0.01737,0.00260
0.18631,0.76318,0.01318,0.03734
0.40144,0.53665,0.03565,0.02625
0.50269,0.35689,0.12296,0.01746
0.82613,0.15481,0.01149,0.00757
0.53829,0.40491,0.03699,0.01981
0.03329,0.91340,0.00862,0.04469
0.85554,0.08993,0.05013,0.00440
0.64878,0.32837,0.00679,0.01606
0.92865,0.05145,0.01739,0.00252
0.95855,0.02721,0.01292,0.00133
0.90260,0.08418,0.00910,0.00412
0.68167,0.29708,0.00672,0.01453
0.95854,0.02721,0.01292,0.00133
0.62462,0.33989,0.01886,0.01663
0.65234,0.29743,0.03568,0.01455
0.81096,0.12533,0.05758,0.00613
0.95370,0.03040,0.01442,0.00149
0.95664,0.02902,0.01292,0.00142
0.70478,0.21323,0.07155,0.01043
0.78681,0.16517,0.03994,0.00808
0.75269,0.17847,0.06010,0.00873
0.95862,0.02714,0.01291,0.00133
0.68018,0.29826,0.00697,0.01459
0.04188,0.84192,0.07501,0.04119
0.98514,0.00752,0.00697,0.00037
0.97512,0.01457,0.00959,0.00071
0.96773,0.02007,0.01122,0.00098
0.23454,0.72320,0.00688,0.03538
0.96734,0.02043,0.01124,0.00100
0.60168,0.36099,0.01967,0.01766
0.86533,0.09470,0.03534,0.00463
0.88024,0.07072,0.04558,0.00346
0.20229,0.75790,0.00274,0.03708
0.20490,0.71444,0.04572,0.03495
0.54004,0.32467,0.11940,0.01588
0.95855,0.02721,0.01292,0.00133
0.54197,0.40101,0.03740,0.01962
0.97443,0.01509,0.00974,0.00074
0.96780,0.02008,0.01114,0.00098
0.93362,0.04961,0.01435,0.00243
0.93680,0.04424,0.01679,0.00216
0.95854,0.02721,0.01292,0.00133
0.95710,0.02825,0.01326,0.00138
0.57373,0.38034,0.02732,0.01861
0.82049,0.13429,0.03864,0.00657
0.92546,0.05303,0.01891,0.00259
0.81871,0.11903,0.05644,0.00582
0.84929,0.13244,0.01179,0.00648
0.95803,0.02755,0.01307,0.00135
0.95853,0.02722,0.01292,0.00133
0.04761,0.68920,0.22948,0.03372
0.05516,0.59788,0.31771,0.02925
0.22221,0.52838,0.22356,0.02585
0.74322,0.23499,0.01029,0.01150
0.04221,0.87760,0.03726,0.04293
0.94553,0.03751,0.01512,0.00184
0.90092,0.08559,0.00930,0.00419
0.87187,0.09285,0.03074,0.00454
0.85010,0.13170,0.01176,0.00644
0.94374,0.03878,0.01558,0.00190
0.45765,0.36449,0.16003,0.01783
0.96121,0.02422,0.01338,0.00118
0.64394,0.30742,0.03360,0.01504
0.92619,0.05339,0.01781,0.00261
0.92855,0.05153,0.01740,0.00252
0.95854,0.02721,0.01292,0.00133
0.95853,0.02722,0.01292,0.00133
0.40406,0.53265,0.03723,0.02606
0.82053,0.11792,0.05578,0.00577
0.18598,0.77022,0.00611,0.03768
0.88544,0.06681,0.04449,0.00327
0.19046,0.75881,0.01361,0.03712
0.43281,0.53481,0.00621,0.02616
0.08069,0.85692,0.02047,0.04192
0.50449,0.32774,0.15173,0.01603
0.18401,0.56883,0.21933,0.02783
0.86441,0.09487,0.03608,0.00464
0.94490,0.03830,0.01493,0.00187
0.42737,0.51133,0.03628,0.02502
0.34174,0.44017,0.19656,0.02153
0.88924,0.09575,0.01033,0.00468
0.48127,0.46257,0.03353,0.02263
0.55943,0.39754,0.02358,0.01945
0.81247,0.14628,0.03408,0.00716
0.01325,0.93980,0.00097,0.04598
0.81854,0.11914,0.05650,0.00583
0.97478,0.01477,0.00973,0.00072
0.50965,0.43299,0.03618,0.02118
0.78922,0.14262,0.06118,0.00698
0.51872,0.30453,0.16184,0.01490
0.81101,0.12529,0.05757,0.00613
0.95854,0.02721,0.01292,0.00133
0.80523,0.12800,0.06051,0.00626
0.97512,0.01457,0.00959,0.00071
0.86236,0.11900,0.01282,0.00582
0.85006,0.13173,0.01177,0.00644
0.52878,0.42435,0.02611,0.02076
0.82234,0.11770,0.05420,0.00576
0.95862,0.02715,0.01291,0.00133
0.26663,0.68459,0.01529,0.03349
0.30499,0.65570,0.00723,0.03208
0.95853,0.02722,0.01292,0.00133
0.73765,0.19033,0.06271,0.00931
0.95657,0.02910,0.01290,0.00142
0.95855,0.02721,0.01292,0.00133
0.51763,0.42496,0.03662,0.02079
0.69629,0.25435,0.03691,0.01244
0.81047,0.16771,0.01362,0.00820
0.33977,0.60222,0.02856,0.02946
0.52223,0.41873,0.03856,0.02049
0.00814,0.93524,0.01086,0.04576
0.84979,0.13198,0.01177,0.00646
0.95855,0.02721,0.01292,0.00133
0.19079,0.70900,0.06553,0.03469
0.96796,0.01992,0.01114,0.00097
0.95854,0.02721,0.01292,0.00133
0.89046,0.09465,0.01026,0.00463
0.95854,0.02721,0.01292,0.00133
0.82182,0.11699,0.05547,0.00572
0.95852,0.02723,0.01292,0.00133
0.20457,0.69105,0.07057,0.03381
0.97451,0.01502,0.00973,0.00074
0.19604,0.71698,0.05190,0.03508
0.58294,0.37601,0.02265,0.01840
0.19720,0.75209,0.01392,0.03679
0.95854,0.02721,0.01292,0.00133
0.81904,0.11919,0.05594,0.00583
0.96773,0.02007,0.01122,0.00098
0.80107,0.13234,0.06012,0.00647
0.14773,0.80304,0.00995,0.03929
0.95853,0.02722,0.01292,0.00133
0.60921,0.33801,0.03624,0.01654
0.87187,0.07598,0.04843,0.00372
0.95854,0.02721,0.01292,0.00133
0.95259,0.03121,0.01468,0.00153
0.95851,0.02723,0.01292,0.00133
0.92864,0.05145,0.01739,0.00252
0.96799,0.01990,0.01114,0.00097
0.95805,0.02767,0.01292,0.00135
0.86105,0.12139,0.01162,0.00594
0.94416,0.03902,0.01491,0.00191
0.95862,0.02715,0.01291,0.00133
0.86704,0.07885,0.05025,0.00386
0.53858,0.28802,0.15931,0.01409
0.07623,0.86134,0.02028,0.04214
0.96774,0.02006,0.01122,0.00098
0.85380,0.09107,0.05068,0.00446
0.95684,0.02857,0.01319,0.00140
0.74868,0.16652,0.07665,0.00815
0.18744,0.71234,0.06537,0.03485
0.84832,0.13314,0.01203,0.00651
0.52515,0.41727,0.03717,0.02041
0.95854,0.02721,0.01292,0.00133
0.18933,0.77035,0.00263,0.03769
0.97442,0.01510,0.00975,0.00074
0.66755,0.27375,0.04531,0.01339
0.01076,0.92722,0.01666,0.04536
0.95855,0.02721,0.01292,0.00133
0.27556,0.62095,0.07312,0.03038
0.95853,0.02722,0.01292,0.00133
0.95854,0.02721,0.01292,0.00133
0.82569,0.11622,0.05241,0.00569
0.95476,0.03085,0.01288,0.00151
0.91553,0.07195,0.00900,0.00352
0.38147,0.56838,0.02233,0.02781
0.95850,0.02724,0.01292,0.00133
0.52122,0.31894,0.14423,0.01560
0.95780,0.02778,0.01306,0.00136
0.00203,0.94489,0.00685,0.04623
0.04941,0.86230,0.04611,0.04219
0.96797,0.01991,0.01114,0.00097
0.64857,0.30344,0.03315,0.01485
0.95854,0.02721,0.01292,0.00133
0.91747,0.06176,0.01775,0.00302
0.03801,0.90825,0.00930,0.04443
0.95780,0.02778,0.01306,0.00136
0.81878,0.11899,0.05640,0.00582
0.56376,0.40846,0.00780,0.01998
0.91542,0.07205,0.00901,0.00352
0.18249,0.73494,0.04662,0.03596
0.17007,0.75321,0.03987,0.03685
0.85965,0.12275,0.01159,0.00601
0.88979,0.09530,0.01024,0.00466
0.95852,0.02723,0.01292,0.00133
0.04667,0.86413,0.04693,0.04228
0.06187,0.88353,0.01137,0.04323
0.86607,0.07986,0.05016,0.00391
0.96797,0.01991,0.01114,0.00097
0.96799,0.01990,0.01114,0.00097
0.00763,0.93123,0.01558,0.04556
0.83931,0.10175,0.05396,0.00498
0.95851,0.02724,0.01292,0.00133
0.51485,0.45480,0.00810,0.02225
0.95798,0.02758,0.01309,0.00135
0.82096,0.11763,0.05566,0.00575
0.85009,0.13171,0.01176,0.00644
0.95350,0.03198,0.01295,0.00156
0.54353,0.28654,0.15591,0.01402
0.97514,0.01456,0.00959,0.00071
0.28849,0.60664,0.07519,0.02968
0.85664,0.12566,0.01156,0.00615
0.95852,0.02722,0.01292,0.00133
0.55501,0.38870,0.03728,0.01902
0.95854,0.02721,0.01292,0.00133
0.86441,0.09487,0.03608,0.00464
0.96772,0.02007,0.01122,0.00098
0.95855,0.02721,0.01292,0.00133
0.84054,0.10222,0.05224,0.00500
0.95862,0.02715,0.01291,0.00133
0.74669,0.21361,0.02924,0.01045
0.95855,0.02721,0.01292,0.00133
0.51263,0.43239,0.03383,0.02115
0.96750,0.02028,0.01123,0.00099
0.52918,0.41307,0.03754,0.02021
0.84896,0.10978,0.03589,0.00537
0.03310,0.87389,0.05026,0.04275
0.29210,0.65993,0.01568,0.03229
0.53206,0.41206,0.03572,0.02016
0.31229,0.64002,0.01637,0.03131
0.53914,0.40295,0.03819,0.01971
0.85622,0.08955,0.04984,0.00438
0.81860,0.11910,0.05647,0.00583
0.77235,0.20476,0.01287,0.01002
0.17385,0.74904,0.04046,0.03665
0.34679,0.47169,0.15845,0.02308
0.10748,0.80524,0.04789,0.03939
0.49452,0.47451,0.00775,0.02321
0.80916,0.15043,0.03305,0.00736
0.41628,0.51972,0.03857,0.02543
0.07172,0.87555,0.00989,0.04283
0.66183,0.30129,0.02214,0.01474
0.26897,0.68205,0.01562,0.03337
0.69669,0.24793,0.04325,0.01213
0.28098,0.67132,0.01486,0.03284
0.82209,0.11681,0.05538,0.00571
0.22978,0.71381,0.02148,0.03492
0.85540,0.09027,0.04992,0.00442
0.94626,0.03714,0.01478,0.00182
0.26588,0.69417,0.00599,0.03396
0.95855,0.02721,0.01292,0.00133
0.95862,0.02715,0.01291,0.00133
0.81874,0.11905,0.05639,0.00582
0.83822,0.12134,0.03450,0.00594
0.66581,0.28496,0.03529,0.01394
0.88581,0.06697,0.04394,0.00328
0.94498,0.03803,0.01513,0.00186
0.23996,0.71764,0.00729,0.03511
0.94868,0.03486,0.01476,0.00171
0.04998,0.87361,0.03367,0.04274
0.96799,0.01990,0.01114,0.00097
0.82050,0.11794,0.05578,0.00577
0.81765,0.12142,0.05499,0.00594
0.67559,0.29721,0.01265,0.01454
0.88583,0.06695,0.04395,0.00328
0.88866,0.09614,0.01049,0.00470
0.95855,0.02721,0.01292,0.00133
0.93768,0.04458,0.01556,0.00218
0.86373,0.11880,0.01165,0.00581
0.51518,0.42746,0.03644,0.02091
0.34151,0.62276,0.00526,0.03047
0.97514,0.01456,0.00959,0.00071
0.97512,0.01457,0.00959,0.00071
0.56068,0.41162,0.00756,0.02014
0.95191,0.03118,0.01538,0.00153
0.83889,0.14053,0.01370,0.00688
0.06341,0.84221,0.05317,0.04120
0.54164,0.40165,0.03706,0.01965
0.15903,0.78968,0.01265,0.03863
0.60951,0.34042,0.03342,0.01665
0.53312,0.42376,0.02239,0.02073
0.04751,0.90503,0.00318,0.04428
0.97432,0.01511,0.00983,0.00074
0.84988,0.13190,0.01177,0.00645
0.95851,0.02723,0.01292,0.00133
0.45271,0.36506,0.16437,0.01786
0.95366,0.03043,0.01442,0.00149
0.95780,0.02778,0.01306,0.00136
0.85392,0.10609,0.03481,0.00519
0.47784,0.45611,0.04374,0.02231
0.26402,0.68706,0.01531,0.03361
0.95853,0.02722,0.01292,0.00133
0.80548,0.13241,0.05563,0.00648
0.13302,0.77155,0.05769,0.03775
0.87103,0.09734,0.02686,0.00476
0.86190,0.12058,0.01163,0.00590
0.59090,0.35621,0.03546,0.01743
0.65270,0.32607,0.00527,0.01595
0.00941,0.94325,0.00119,0.04615
0.86704,0.07885,0.05025,0.00386
0.95632,0.02888,0.01339,0.00141
0.82762,0.11427,0.05251,0.00559
0.01345,0.93275,0.00816,0.04563
0.96775,0.02012,0.01114,0.00098
0.54422,0.39691,0.03945,0.01942
0.95780,0.02778,0.01306,0.00136
0.91535,0.07212,0.00900,0.00353
0.95854,0.02721,0.01292,0.00133
0.52817,0.41406,0.03752,0.02026
0.96796,0.01992,0.01114,0.00097
0.04127,0.91058,0.00360,0.04455
0.38133,0.58139,0.00883,0.02844
0.06762,0.87338,0.01627,0.04273
0.38014,0.57667,0.01497,0.02821
0.88352,0.06831,0.04483,0.00334
0.91828,0.06929,0.00904,0.00339
0.85850,0.12387,0.01157,0.00606
0.81871,0.11903,0.05644,0.00582
0.85844,0.12392,0.01158,0.00606
0.81549,0.16361,0.01290,0.00800
0.54477,0.31282,0.12711,0.01530
0.95762,0.02809,0.01291,0.00137
0.57315,0.37158,0.03709,0.01818
0.85224,0.11249,0.02977,0.00550
0.95855,0.02721,0.01292,0.00133
0.81996,0.11932,0.05488,0.00584
0.67219,0.27886,0.03530,0.01364
0.17891,0.72356,0.06213,0.03540
0.97481,0.01486,0.00960,0.00073
0.22604,0.69509,0.04487,0.03401
0.20619,0.74337,0.01407,0.03637
0.84830,0.13316,0.01203,0.00651
0.85897,0.12341,0.01158,0.00604
0.95854,0.02721,0.01292,0.00133
0.94750,0.03455,0.01626,0.00169
0.04637,0.86853,0.04261,0.04249
0.54336,0.42817,0.00752,0.02095
0.57928,0.33040,0.07416,0.01616
0.88828,0.09668,0.01031,0.00473
0.63907,0.32325,0.02187,0.01581
0.52484,0.34708,0.11110,0.01698
0.64862,0.24354,0.09592,0.01191
0.95852,0.02723,0.01292,0.00133
0.07080,0.87642,0.00990,0.04288
0.88411,0.06795,0.04461,0.00332
0.92784,0.05223,0.01738,0.00256
0.85438,0.10919,0.03109,0.00534
0.44080,0.51739,0.01649,0.02531
0.86214,0.12013,0.01185,0.00588
0.03353,0.87780,0.04573,0.04294
0.97514,0.01456,0.00959,0.00071
0.15921,0.61933,0.19116,0.03030
0.18459,0.73894,0.04031,0.03615
0.88734,0.06602,0.04341,0.00323
0.86247,0.11940,0.01228,0.00584
0.53758,0.29257,0.15554,0.01431
0.18987,0.55976,0.22298,0.02739
0.84523,0.13639,0.01171,0.00667
0.73748,0.23489,0.01614,0.01149
0.92674,0.05304,0.01763,0.00259
0.95698,0.02824,0.01340,0.00138
0.95853,0.02722,0.01292,0.00133
0.88211,0.06964,0.04485,0.00341
0.28407,0.67614,0.00671,0.03308
0.00166,0.94227,0.00996,0.04610
0.96774,0.02012,0.01115,0.00098
0.00079,0.95067,0.00202,0.04651
0.85769,0.12449,0.01173,0.00609
0.85010,0.13170,0.01176,0.00644
0.94624,0.03702,0.01493,0.00181
0.62263,0.33543,0.02553,0.01641
0.60111,0.23523,0.15216,0.01151
0.95854,0.02721,0.01292,0.00133
0.95812,0.02761,0.01292,0.00135
0.96796,0.01992,0.01114,0.00097
0.85537,0.10863,0.03069,0.00531
0.96799,0.01990,0.01114,0.00097
0.85523,0.10916,0.03027,0.00534
0.91489,0.07243,0.00913,0.00354
0.87821,0.10617,0.01043,0.00519
0.35013,0.58128,0.04015,0.02844
0.89238,0.09429,0.00873,0.00461
0.95633,0.02935,0.01289,0.00144
0.95767,0.02788,0.01308,0.00136
0.95725,0.02829,0.01308,0.00138
0.16785,0.78822,0.00536,0.03856
0.51309,0.42959,0.03631,0.02102
0.39381,0.54026,0.03950,0.02643
0.03851,0.70478,0.22223,0.03448
0.04925,0.85740,0.05140,0.04195
0.85011,0.13168,0.01176,0.00644
0.85455,0.12745,0.01176,0.00624
0.00148,0.93795,0.01469,0.04589
0.95862,0.02714,0.01291,0.00133
0.95853,0.02722,0.01292,0.00133
0.02315,0.89407,0.03903,0.04374
0.88055,0.06972,0.04632,0.00341
0.57583,0.39661,0.00815,0.01940
0.85302,0.11119,0.03035,0.00544
0.60425,0.36186,0.01619,0.01770
0.54612,0.42550,0.00756,0.02082
0.55828,0.38375,0.03920,0.01877
0.61411,0.34915,0.01965,0.01708
0.21169,0.68543,0.06934,0.03353
0.52212,0.41998,0.03736,0.02055
0.63181,0.31328,0.03958,0.01533
0.54232,0.42903,0.00766,0.02099
0.95862,0.02714,0.01291,0.00133
0.20319,0.75284,0.00714,0.03683
0.95862,0.02715,0.01291,0.00133
0.57298,0.38776,0.02029,0.01897
0.02393,0.92640,0.00435,0.04532
0.88403,0.06802,0.04462,0.00333
0.93469,0.04558,0.01750,0.00223
0.94794,0.03730,0.01293,0.00182
0.49360,0.34245,0.14720,0.01675
0.95855,0.02721,0.01292,0.00133
0.48592,0.45770,0.03399,0.02239
0.86048,0.12197,0.01159,0.00597
0.95742,0.02796,0.01325,0.00137
0.81850,0.11917,0.05650,0.00583
0.05035,0.83068,0.07833,0.04064
0.86391,0.11863,0.01166,0.00580
0.95854,0.02721,0.01292,0.00133
0.96453,0.02236,0.01201,0.00109
0.97477,0.01478,0.00973,0.00072
0.24680,0.71195,0.00642,0.03483
0.95767,0.02788,0.01308,0.00136
0.14822,0.75697,0.05778,0.03703
0.95850,0.02725,0.01292,0.00133
0.95780,0.02778,0.01306,0.00136
0.97513,0.01456,0.00959,0.00071
0.94260,0.04033,0.01509,0.00197
0.81450,0.16441,0.01305,0.00804
0.17952,0.74880,0.03505,0.03663
0.94388,0.03930,0.01490,0.00192
0.97514,0.01456,0.00959,0.00071
0.83757,0.10331,0.05406,0.00505
0.82164,0.11717,0.05545,0.00573
0.00032,0.94833,0.00496,0.04640
0.79378,0.13735,0.06215,0.00672
0.81095,0.12535,0.05757,0.00613
0.94299,0.04177,0.01320,0.00204
0.06506,0.84447,0.04916,0.04131
0.88616,0.06675,0.04383,0.00327
0.24569,0.68304,0.03785,0.03342
0.82274,0.15722,0.01234,0.00769
0.89425,0.09100,0.01029,0.00445
0.85641,0.12588,0.01155,0.00616
0.15627,0.77120,0.03480,0.03773
0.15695,0.80134,0.00251,0.03920
0.44386,0.49348,0.03852,0.02414
0.94648,0.03677,0.01496,0.00180
0.97477,0.01478,0.00973,0.00072
0.88484,0.06802,0.04381,0.00333
0.90759,0.06921,0.01982,0.00339
0.97308,0.01572,0.01042,0.00077
0.75625,0.16817,0.06736,0.00823
0.93890,0.04157,0.01750,0.00203
0.82376,0.11582,0.05475,0.00567
0.95707,0.02828,0.01327,0.00138
0.28331,0.63618,0.04939,0.03112
0.47940,0.34213,0.16172,0.01674
0.85681,0.08908,0.04976,0.00436
0.95854,0.02721,0.01292,0.00133
0.95855,0.02721,0.01292,0.00133
0.82279,0.11642,0.05510,0.00570
0.95854,0.02721,0.01292,0.00133
0.21600,0.73324,0.01488,0.03587
0.20379,0.74593,0.01379,0.03649
0.95851,0.02723,0.01293,0.00133
0.87356,0.07490,0.04788,0.00366
0.81642,0.12053,0.05715,0.00590
0.00161,0.94538,0.00675,0.04625
0.03666,0.90462,0.01447,0.04426
0.48770,0.33937,0.15633,0.01660
0.00254,0.93389,0.01788,0.04569
0.51172,0.42995,0.03729,0.02103
0.03380,0.88685,0.03597,0.04339
0.82103,0.11758,0.05564,0.00575
0.93101,0.04940,0.01718,0.00242
0.78055,0.19651,0.01333,0.00961
0.95771,0.02785,0.01308,0.00136
0.65608,0.32147,0.00673,0.01573
0.95801,0.02756,0.01308,0.00135
0.97463,0.01496,0.00968,0.00073
0.95854,0.02721,0.01292,0.00133
0.82521,0.11484,0.05434,0.00562
0.26369,0.62739,0.07822,0.03069
0.59339,0.36351,0.02532,0.01778
0.54585,0.32594,0.11226,0.01595
0.94604,0.03719,0.01495,0.00182
0.93696,0.04556,0.01524,0.00223
0.65819,0.29322,0.03424,0.01435
0.33755,0.59818,0.03501,0.02926
0.74321,0.22988,0.01566,0.01125
0.67893,0.27324,0.03446,0.01337
0.95854,0.02721,0.01292,0.00133
0.60619,0.34112,0.03600,0.01669
0.89646,0.08861,0.01059,0.00433
0.45791,0.36135,0.16306,0.01768
0.95853,0.02722,0.01292,0.00133
0.95854,0.02721,0.01292,0.00133
0.93809,0.04376,0.01601,0.00214
0.95852,0.02723,0.01292,0.00133
0.56834,0.40421,0.00767,0.01978
0.28545,0.63353,0.05003,0.03099
0.94519,0.03741,0.01556,0.00183
0.48212,0.34070,0.16051,0.01667
0.11155,0.80571,0.04332,0.03942
0.88964,0.09545,0.01024,0.00467
0.95854,0.02721,0.01292,0.00133
0.98514,0.00752,0.00697,0.00037
0.97514,0.01456,0.00959,0.00071
0.24133,0.67294,0.05281,0.03292
0.57949,0.37799,0.02403,0.01849
0.97565,0.01419,0.00946,0.00069
0.52238,0.44808,0.00762,0.02192
0.04304,0.89758,0.01547,0.04391
0.96816,0.01964,0.01124,0.00096
0.04645,0.89301,0.01685,0.04369
0.00908,0.93790,0.00713,0.04589
0.85680,0.10764,0.03029,0.00527
0.61107,0.33635,0.03612,0.01646
0.56268,0.40950,0.00779,0.02003
0.01198,0.92349,0.01935,0.04518
0.54505,0.39792,0.03756,0.01947
0.95854,0.02721,0.01292,0.00133
0.97514,0.01456,0.00959,0.00071
0.91255,0.07467,0.00913,0.00365
0.72606,0.18152,0.08354,0.00888
0.20318,0.55631,0.21329,0.02722
0.96202,0.02382,0.01300,0.00117
0.96799,0.01990,0.01114,0.00097
0.87922,0.07133,0.04596,0.00349
0.65221,0.32441,0.00751,0.01587
0.14690,0.58402,0.24051,0.02857
0.95853,0.02722,0.01292,0.00133
0.59174,0.24162,0.15481,0.01182
0.95810,0.02764,0.01292,0.00135
0.94353,0.03904,0.01552,0.00191
0.17535,0.72481,0.06438,0.03546
0.90837,0.07862,0.00916,0.00385
0.27849,0.61743,0.07387,0.03021
0.60537,0.35656,0.02062,0.01744
0.77680,0.14711,0.06889,0.00720
0.97483,0.01485,0.00960,0.00073
0.05265,0.85598,0.04948,0.04188
0.96721,0.02050,0.01129,0.00100
0.51409,0.42652,0.03852,0.02087
0.95623,0.02874,0.01362,0.00141
0.97460,0.01498,0.00968,0.00073
0.97476,0.01479,0.00973,0.00072
0.85910,0.12328,0.01159,0.00603
0.54734,0.39434,0.03902,0.01929
0.85727,0.12505,0.01156,0.00612
0.95665,0.02870,0.01325,0.00140
0.83196,0.12693,0.03490,0.00621
0.88211,0.06907,0.04544,0.00338
0.16750,0.78001,0.01434,0.03816
0.92861,0.05148,0.01739,0.00252
0.55375,0.26650,0.16670,0.01304
0.54460,0.41460,0.02053,0.02028
0.18538,0.71230,0.06747,0.03485
0.63912,0.30880,0.03697,0.01511
0.05450,0.82425,0.08093,0.04032
0.77102,0.16051,0.06062,0.00785
0.95780,0.02778,0.01306,0.00136
0.07753,0.86467,0.01550,0.04230
0.95589,0.02896,0.01374,0.00142
0.66498,0.30613,0.01391,0.01498
0.54931,0.28042,0.15656,0.01372
0.96751,0.02020,0.01130,0.00099
0.54842,0.39442,0.03786,0.01930
0.95183,0.03314,0.01341,0.00162
0.89405,0.06627,0.03643,0.00324
0.93601,0.04455,0.01726,0.00218
0.20303,0.74666,0.01379,0.03653
0.95854,0.02721,0.01292,0.00133
0.45618,0.36296,0.16310,0.01776
0.92027,0.05677,0.02018,0.00278
0.93026,0.05030,0.01698,0.00246
0.88354,0.06833,0.04479,0.00334
0.48260,0.34030,0.16045,0.01665
0.45963,0.40001,0.12079,0.01957
0.03571,0.91217,0.00749,0.04463
0.16677,0.73497,0.06230,0.03596
0.94624,0.03702,0.01493,0.00181
0.00926,0.89127,0.05587,0.04360
0.59479,0.35122,0.03680,0.01718
0.61288,0.33518,0.03554,0.01640
0.82053,0.11792,0.05578,0.00577
0.96629,0.02121,0.01146,0.00104
0.88326,0.08479,0.02780,0.00415
0.15611,0.79866,0.00615,0.03907
0.89049,0.09462,0.01026,0.00463
0.04766,0.84863,0.06219,0.04152
0.94262,0.03967,0.01577,0.00194
0.90793,0.07901,0.00920,0.00387
0.00948,0.93996,0.00457,0.04599
0.00134,0.77586,0.18485,0.03796
0.95855,0.02721,0.01292,0.00133
0.88951,0.09546,0.01036,0.00467
0.93000,0.05013,0.01742,0.00245
0.50778,0.37399,0.09993,0.01830
0.06471,0.87003,0.02270,0.04256
