Site,Partition,&alpha; ,&beta;<sup>-</sup>,p<sup>-</sup>,&beta;<sup>+</sup>,p<sup>+</sup>,LRT,p-value,# branches under selection,Total branch length
2652,1,1.02,0.00,0.12,0.00,0.88,0.00,0.67,0.00,6.17
2653,1,0.21,0.00,0.02,0.00,0.98,0.00,0.67,0.00,1.27
2654,1,0.14,0.00,0.14,0.00,0.86,0.00,0.67,0.00,0.84
2655,1,8.75,8.75,0.04,0.00,0.96,0.00,0.67,0.00,59.56
2656,1,0.57,0.00,0.02,0.00,0.98,0.00,0.67,0.00,3.42
2657,1,0.74,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.47
2658,1,2.00,0.00,0.07,0.00,0.93,0.00,0.67,0.00,12.07
2659,1,0.89,0.54,0.04,0.00,0.96,0.00,0.67,0.00,5.80
2660,1,1.61,0.00,0.09,0.00,0.91,0.00,0.67,0.00,9.72
2661,1,0.47,0.01,0.00,0.01,1.00,0.00,0.67,0.00,3.14
2662,1,1.65,0.00,0.11,0.00,0.89,0.00,0.67,0.00,9.98
2663,1,0.58,0.00,0.05,0.00,0.95,0.00,0.67,0.00,3.49
2664,1,2.71,0.02,0.10,0.02,0.90,0.00,0.67,0.00,16.84
2665,1,0.84,0.01,0.00,0.01,1.00,0.00,0.67,0.00,5.40
2666,1,0.91,0.00,0.24,0.00,0.76,0.00,0.67,0.00,5.49
2667,1,0.28,0.02,0.09,0.02,0.91,0.00,0.67,0.00,2.05
2668,1,3.31,0.37,0.13,0.00,0.87,0.00,0.67,0.00,20.97
2669,1,1.22,0.35,0.17,0.00,0.83,0.00,0.67,0.00,8.61
2670,1,0.47,0.00,0.02,0.00,0.98,0.00,0.67,0.00,2.82
2671,1,0.52,0.31,0.51,0.00,0.49,0.00,0.67,0.00,6.52
2672,1,0.90,0.00,0.17,0.00,0.83,0.00,0.67,0.00,5.42
2673,1,4.13,1.06,0.04,0.00,0.96,0.00,0.67,0.00,25.80
2674,1,1.04,1.04,0.03,0.03,0.97,0.00,0.67,0.00,7.63
2675,1,0.58,0.07,0.30,0.07,0.70,0.00,0.67,0.00,5.06
2676,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2677,1,10.85,0.00,0.02,0.00,0.98,0.00,0.67,0.00,65.54
2678,1,2.75,0.00,0.06,0.00,0.94,0.00,0.67,0.00,16.58
2679,1,0.93,0.93,0.11,0.00,0.89,0.00,0.67,0.00,7.90
2680,1,1.16,0.07,0.00,0.07,1.00,0.00,0.67,0.00,8.56
2681,1,8.28,7.84,0.03,0.09,0.97,0.00,0.67,0.00,57.15
2682,1,33.96,9.55,0.17,0.05,0.83,0.00,0.67,0.00,241.15
2683,1,2.75,0.76,0.14,0.06,0.86,0.00,0.67,0.00,19.98
2684,1,1.77,1.11,0.06,0.00,0.94,0.00,0.67,0.00,12.11
2685,1,21.45,0.16,0.00,0.16,1.00,0.00,0.67,0.00,133.00
2686,1,1.16,0.35,0.07,0.32,0.93,0.00,0.67,0.00,14.00
2687,1,0.63,0.63,0.55,0.00,0.45,0.00,0.67,0.00,11.40
2688,1,1.80,0.01,0.00,0.01,1.00,0.00,0.67,0.00,11.18
2689,1,0.25,0.21,0.07,0.21,0.93,0.00,0.67,0.00,6.11
2690,1,1.44,1.44,0.08,0.07,0.92,0.00,0.67,0.00,12.56
2691,1,2.35,0.00,0.02,0.00,0.98,0.00,0.67,0.00,14.21
2692,1,1.04,0.10,0.00,0.10,1.00,0.00,0.67,0.00,8.35
2693,1,6.96,3.69,0.22,0.00,0.78,0.00,0.67,0.00,59.68
2694,1,0.27,0.02,0.00,0.02,1.00,0.00,0.67,0.00,1.95
2695,1,1.45,0.00,0.05,0.00,0.95,0.00,0.67,0.00,8.78
2696,1,0.59,0.00,0.33,0.00,0.67,0.00,0.67,0.00,3.57
2697,1,2.36,0.11,0.05,0.09,0.95,0.00,0.67,0.00,16.27
2698,1,1.00,0.49,0.05,0.00,0.95,0.00,0.67,0.00,6.52
2699,1,6.27,0.00,0.02,0.00,0.98,0.00,0.67,0.00,37.85
2700,1,1.34,0.00,0.11,0.00,0.89,0.00,0.67,0.00,8.09
2701,1,0.25,0.00,0.01,0.00,0.99,0.00,0.67,0.00,1.50
2702,1,9.43,0.00,0.02,0.00,0.98,0.00,0.67,0.00,56.94
2703,1,1.22,0.64,0.08,0.00,0.92,0.00,0.67,0.00,8.40
2704,1,2.35,0.41,0.15,0.00,0.85,0.00,0.67,0.00,15.56
2705,1,0.13,0.00,0.11,0.00,0.89,0.00,0.67,0.00,0.80
2706,1,0.39,0.00,0.15,0.00,0.85,0.00,0.67,0.00,2.35
2707,1,0.77,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.62
2708,1,0.66,0.00,0.14,0.00,0.86,0.00,0.67,0.00,3.99
2709,1,16.51,0.00,0.02,0.00,0.98,0.00,0.67,0.00,99.73
2710,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2711,1,0.97,0.00,0.09,0.00,0.91,0.00,0.67,0.00,5.84
2712,1,3.65,0.08,0.02,0.08,0.98,0.00,0.67,0.00,23.82
2713,1,1.15,0.00,0.02,0.00,0.98,0.00,0.67,0.00,6.96
2714,1,1.07,0.00,0.07,0.00,0.93,0.00,0.67,0.00,6.44
2715,1,3.22,3.22,0.08,0.09,0.92,0.00,0.67,0.00,26.85
2716,1,3.00,0.00,0.02,0.00,0.98,0.00,0.67,0.00,18.13
2717,1,3.29,0.00,0.09,0.00,0.91,0.00,0.67,0.00,19.85
2718,1,1.96,0.04,0.07,0.04,0.93,0.00,0.67,0.00,12.63
2719,1,3.74,1.73,0.08,0.00,0.92,0.00,0.67,0.00,25.60
2720,1,2.07,0.25,0.14,0.00,0.86,0.00,0.67,0.00,13.25
2721,1,15.44,0.03,0.06,0.03,0.94,0.00,0.67,0.00,93.89
2722,1,0.62,0.00,0.27,0.00,0.73,0.00,0.67,0.00,3.74
2723,1,0.75,0.75,0.04,0.00,0.96,0.00,0.67,0.00,5.12
2724,1,0.62,0.00,0.20,0.00,0.80,0.00,0.67,0.00,3.74
2725,1,0.14,0.00,0.11,0.00,0.89,0.00,0.67,0.00,0.86
2726,1,3.73,0.06,0.07,0.06,0.93,0.00,0.67,0.00,23.88
2727,1,3.20,0.00,0.05,0.00,0.95,0.00,0.67,0.00,19.31
2728,1,9.48,0.00,0.02,0.00,0.98,0.00,0.67,0.00,57.25
2729,1,8.94,0.00,0.09,0.00,0.91,0.00,0.67,0.00,53.97
2730,1,1.78,0.78,0.07,0.00,0.93,0.00,0.67,0.00,11.90
2731,1,0.25,0.00,0.02,0.00,0.98,0.00,0.67,0.00,1.51
2732,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2733,1,6.56,0.54,0.31,0.00,0.69,0.00,0.67,0.00,43.27
2734,1,16.51,0.00,0.02,0.00,0.98,0.00,0.67,0.00,99.72
2735,1,1.38,0.00,0.17,0.00,0.83,0.00,0.67,0.00,8.32
2736,1,0.65,0.00,0.14,0.00,0.86,0.00,0.67,0.00,3.94
2737,1,1.50,0.77,0.08,0.00,0.92,0.00,0.67,0.00,10.32
2738,1,1.00,0.01,0.03,0.01,0.97,0.00,0.67,0.00,6.33
2739,1,6.56,0.00,0.02,0.00,0.98,0.00,0.67,0.00,39.59
2740,1,0.67,0.00,0.40,0.00,0.60,0.00,0.67,0.00,4.06
2741,1,0.31,0.00,0.20,0.00,0.80,0.00,0.67,0.00,1.86
2742,1,0.83,0.00,0.26,0.00,0.74,0.00,0.67,0.00,5.00
2743,1,1.26,0.00,0.01,0.00,0.99,0.00,0.67,0.00,7.58
2744,1,1.27,0.00,0.09,0.00,0.91,0.00,0.67,0.00,7.67
2745,1,1.38,0.00,0.11,0.00,0.89,0.00,0.67,0.00,8.31
2746,1,0.84,0.00,0.25,0.00,0.75,0.00,0.67,0.00,5.09
2747,1,1.24,1.11,0.03,0.00,0.97,0.00,0.67,0.00,8.15
2748,1,1.99,0.00,0.05,0.00,0.95,0.00,0.67,0.00,12.02
2749,1,0.41,0.00,0.11,0.00,0.89,0.00,0.67,0.00,2.48
2750,1,1.46,0.00,0.05,0.00,0.95,0.00,0.67,0.00,8.83
2751,1,0.80,0.00,0.10,0.00,0.90,0.00,0.67,0.00,4.84
2752,1,0.05,0.05,0.44,0.04,0.56,0.00,0.67,0.00,1.26
2753,1,0.68,0.03,0.00,0.03,1.00,0.00,0.67,0.00,4.65
2754,1,6.73,0.64,0.20,0.00,0.80,0.00,0.67,0.00,43.39
2755,1,1.24,0.00,0.02,0.00,0.98,0.00,0.67,0.00,7.49
2756,1,0.61,0.03,0.04,0.03,0.96,0.00,0.67,0.00,4.27
2757,1,0.95,0.95,0.06,0.00,0.94,0.00,0.67,0.00,6.99
2758,1,0.72,0.00,0.11,0.00,0.89,0.00,0.67,0.00,4.38
2759,1,0.76,0.00,0.26,0.00,0.74,0.00,0.67,0.00,4.57
2760,1,1.14,0.00,0.02,0.00,0.98,0.00,0.67,0.00,6.89
2761,1,2.52,2.52,0.07,0.06,0.93,0.00,0.67,0.00,20.40
2762,1,1.17,0.09,0.05,0.09,0.95,0.00,0.67,0.00,9.03
2763,1,1.03,0.74,0.14,0.00,0.86,0.00,0.67,0.00,8.52
2764,1,0.73,0.13,0.06,0.09,0.94,0.00,0.67,0.00,6.49
2765,1,1.27,0.00,0.11,0.00,0.89,0.00,0.67,0.00,7.67
2766,1,0.97,0.70,0.10,0.00,0.90,0.00,0.67,0.00,7.32
2767,1,0.75,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.54
2768,1,1.00,0.00,0.11,0.00,0.89,0.00,0.67,0.00,6.06
2769,1,1.64,0.00,0.05,0.00,0.95,0.00,0.67,0.00,9.90
2770,1,0.15,0.00,0.11,0.00,0.89,0.00,0.67,0.00,0.88
2771,1,3.03,0.04,0.00,0.03,1.00,0.00,0.67,0.00,19.00
2772,1,0.88,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.31
2773,1,10.03,0.00,0.14,0.00,0.86,0.00,0.67,0.00,60.58
2774,1,3.16,0.00,0.11,0.00,0.89,0.00,0.67,0.00,19.06
2775,1,1.43,0.00,0.07,0.00,0.93,0.00,0.67,0.00,8.63
2776,1,0.49,0.00,0.11,0.00,0.89,0.00,0.67,0.00,2.96
2777,1,1.21,0.01,0.10,0.01,0.90,0.00,0.67,0.00,7.62
2778,1,1.40,0.00,0.11,0.00,0.89,0.00,0.67,0.00,8.46
2779,1,2.49,0.00,0.05,0.00,0.95,0.00,0.67,0.00,15.05
2780,1,1.92,0.00,0.01,0.00,0.99,0.00,0.67,0.00,11.60
2781,1,0.73,0.05,0.00,0.01,1.00,0.00,0.67,0.00,4.70
2782,1,4.00,0.00,0.05,0.00,0.95,0.00,0.67,0.00,24.16
2783,1,0.80,0.00,0.18,0.00,0.82,0.00,0.67,0.00,4.80
2784,1,4.57,0.11,0.13,0.11,0.87,0.00,0.67,0.00,29.95
2785,1,0.65,0.03,0.00,0.03,1.00,0.00,0.67,0.00,4.61
2786,1,1.81,0.00,0.10,0.00,0.90,0.00,0.67,0.00,10.91
2787,1,0.98,0.00,0.10,0.00,0.90,0.00,0.67,0.00,5.94
2788,1,0.62,0.00,0.20,0.00,0.80,0.00,0.67,0.00,3.73
2789,1,0.38,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.32
2790,1,0.86,0.00,0.10,0.00,0.90,0.00,0.67,0.00,5.21
2791,1,1.14,0.00,0.01,0.00,0.99,0.00,0.67,0.00,6.87
2792,1,0.71,0.04,0.00,0.04,1.00,0.00,0.67,0.00,5.09
2793,1,1.53,0.48,0.13,0.00,0.87,0.00,0.67,0.00,10.57
2794,1,0.73,0.73,0.04,0.00,0.96,0.00,0.67,0.00,4.98
2795,1,5.86,5.86,0.21,0.08,0.79,0.00,0.67,0.00,63.21
2796,1,0.84,0.15,0.48,0.00,0.52,0.00,0.67,0.00,6.62
2797,1,0.98,0.05,0.08,0.05,0.92,0.00,0.67,0.00,7.03
2798,1,2.90,0.07,0.00,0.07,1.00,0.00,0.67,0.00,19.04
2799,1,0.43,0.15,0.54,0.15,0.46,0.00,0.67,0.00,5.76
2800,1,0.57,0.57,0.06,0.02,0.94,0.00,0.67,0.00,4.67
2801,1,1.08,0.50,0.19,0.10,0.81,0.00,0.67,0.00,10.34
2802,1,0.70,0.70,0.25,0.00,0.75,0.00,0.67,0.00,7.99
2803,1,0.41,0.29,0.34,0.00,0.66,0.00,0.67,0.00,4.54
2804,1,0.48,0.04,0.17,0.03,0.83,0.00,0.67,0.00,3.66
2805,1,0.31,0.00,0.04,0.00,0.96,0.00,0.67,0.00,1.88
2806,1,1.22,1.22,0.37,0.00,0.63,0.00,0.67,0.00,17.17
2807,1,2.62,0.15,0.19,0.15,0.81,0.00,0.67,0.00,19.14
2808,1,0.70,0.00,0.13,0.00,0.87,0.00,0.67,0.00,4.26
2809,1,28.87,0.03,0.07,0.03,0.93,0.00,0.67,0.00,174.98
2810,1,0.87,0.87,0.30,0.00,0.70,0.00,0.67,0.00,10.99
2811,1,2.83,0.00,0.01,0.00,0.99,0.00,0.67,0.00,17.06
2812,1,4.81,0.00,0.02,0.00,0.98,0.00,0.67,0.00,29.04
2813,1,7.43,7.43,0.14,0.13,0.86,0.00,0.67,0.00,69.94
2814,1,0.89,0.00,0.25,0.00,0.75,0.00,0.67,0.00,5.35
2815,1,0.92,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.55
2816,1,0.56,0.03,0.00,0.03,1.00,0.00,0.67,0.00,3.98
2817,1,1.11,0.20,0.10,0.20,0.90,0.00,0.67,0.00,11.00
2818,1,1.05,0.00,0.20,0.00,0.80,0.00,0.67,0.00,6.37
2819,1,0.58,0.00,0.28,0.00,0.72,0.00,0.67,0.00,3.48
2820,1,1.00,0.97,0.12,0.00,0.88,0.00,0.67,0.00,8.51
2821,1,0.00,0.00,0.61,0.31,0.39,1.99,0.18,0.00,2.57
2822,1,3.10,0.17,0.02,0.01,0.98,0.00,0.67,0.00,18.98
2823,1,4.35,0.00,0.02,0.00,0.98,0.00,0.67,0.00,26.25
2824,1,0.53,0.53,0.32,0.15,0.68,0.00,0.67,0.00,8.99
2825,1,0.36,0.00,0.11,0.00,0.89,0.00,0.67,0.00,2.18
2826,1,0.68,0.06,0.11,0.06,0.89,0.00,0.67,0.00,5.46
2827,1,8.99,8.99,0.02,0.03,0.98,0.00,0.67,0.00,59.32
2828,1,1.31,0.00,0.05,0.00,0.95,0.00,0.67,0.00,7.90
2829,1,0.57,0.00,0.05,0.00,0.95,0.00,0.67,0.00,3.42
2830,1,16.52,0.00,0.02,0.00,0.98,0.00,0.67,0.00,99.74
2831,1,0.31,0.06,0.00,0.06,1.00,0.00,0.67,0.00,3.17
2832,1,16.27,0.00,0.02,0.00,0.98,0.00,0.67,0.00,98.23
2833,1,2.82,0.00,0.05,0.00,0.95,0.00,0.67,0.00,17.01
2834,1,0.34,0.15,0.55,0.15,0.45,0.00,0.67,0.00,5.25
2835,1,6.02,0.00,0.01,0.00,0.99,0.00,0.67,0.00,36.34
2836,1,5.68,0.00,0.05,0.00,0.95,0.00,0.67,0.00,34.31
2837,1,0.65,0.14,0.43,0.02,0.57,0.00,0.67,0.00,5.50
2838,1,1.26,0.00,0.14,0.00,0.86,0.00,0.67,0.00,7.60
2839,1,1.82,0.00,0.01,0.00,0.99,0.00,0.67,0.00,11.00
2840,1,16.27,0.00,0.02,0.00,0.98,0.00,0.67,0.00,98.25
2841,1,0.33,0.02,0.01,0.02,0.99,0.00,0.67,0.00,2.39
2842,1,1.06,0.00,0.10,0.00,0.90,0.00,0.67,0.00,6.39
2843,1,0.24,0.00,0.02,0.00,0.98,0.00,0.67,0.00,1.45
2844,1,0.39,0.00,0.02,0.00,0.98,0.00,0.67,0.00,2.36
2845,1,10.98,0.00,0.02,0.00,0.98,0.00,0.67,0.00,66.31
2846,1,0.82,0.00,0.18,0.00,0.82,0.00,0.67,0.00,4.92
2847,1,1.59,0.00,0.11,0.00,0.89,0.00,0.67,0.00,9.62
2848,1,2.57,0.00,0.05,0.00,0.95,0.00,0.67,0.00,15.54
2849,1,2.73,0.00,0.02,0.00,0.98,0.00,0.67,0.00,16.47
2850,1,0.86,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.16
2851,1,1.45,0.21,0.11,0.06,0.89,0.00,0.67,0.00,10.47
2852,1,0.53,0.02,0.07,0.02,0.93,0.00,0.67,0.00,3.56
2853,1,1.84,0.00,0.07,0.00,0.93,0.00,0.67,0.00,11.11
2854,1,1.34,0.44,0.05,0.00,0.95,0.00,0.67,0.00,8.63
2855,1,5.54,0.79,0.30,0.00,0.70,0.00,0.67,0.00,38.59
2856,1,1.14,0.00,0.13,0.00,0.87,0.00,0.67,0.00,6.86
2857,1,1.94,0.00,0.10,0.00,0.90,0.00,0.67,0.00,11.69
2858,1,1.89,0.27,0.07,0.26,0.93,0.00,0.67,0.00,17.14
2859,1,1.65,1.65,0.04,0.11,0.96,0.00,0.67,0.00,13.68
2860,1,3.97,0.33,0.11,0.00,0.89,0.00,0.67,0.00,24.82
2861,1,3.28,0.02,0.00,0.02,1.00,0.00,0.67,0.00,20.29
2862,1,1.14,0.41,0.34,0.42,0.66,0.00,0.67,0.00,15.94
2863,1,0.46,0.00,0.02,0.00,0.98,0.00,0.67,0.00,2.80
2864,1,7.78,0.07,0.00,0.01,1.00,0.00,0.67,0.00,47.30
2865,1,40.35,16.92,0.03,0.18,0.97,0.00,0.67,0.00,258.65
2866,1,1.11,1.11,0.12,0.00,0.88,0.00,0.67,0.00,9.65
2867,1,1.32,0.05,0.03,0.05,0.97,0.00,0.67,0.00,9.17
2868,1,1.28,0.00,0.15,0.00,0.85,0.00,0.67,0.00,7.72
2869,1,1.14,0.00,0.17,0.00,0.83,0.00,0.67,0.00,6.89
2870,1,0.85,0.00,0.20,0.00,0.80,0.00,0.67,0.00,5.10
2871,1,0.44,0.28,0.21,0.00,0.79,0.00,0.67,0.00,3.93
2872,1,1.33,0.53,0.07,0.02,0.93,0.00,0.67,0.00,9.24
2873,1,0.82,0.00,0.18,0.00,0.82,0.00,0.67,0.00,4.98
2874,1,1.61,0.00,0.09,0.00,0.91,0.00,0.67,0.00,9.72
2875,1,2.66,0.11,0.02,0.02,0.98,0.00,0.67,0.00,16.43
2876,1,0.79,0.00,0.25,0.00,0.75,0.00,0.67,0.00,4.76
2877,1,1.35,0.00,0.05,0.00,0.95,0.00,0.67,0.00,8.13
2878,1,0.36,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.15
2879,1,1.51,0.00,0.02,0.00,0.98,0.00,0.67,0.00,9.13
2880,1,1.10,0.00,0.11,0.00,0.89,0.00,0.67,0.00,6.65
2881,1,0.93,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.59
2882,1,0.14,0.00,0.02,0.00,0.98,0.00,0.67,0.00,0.84
2883,1,1.91,0.00,0.01,0.00,0.99,0.00,0.67,0.00,11.52
2884,1,0.59,0.00,0.14,0.00,0.86,0.00,0.67,0.00,3.55
2885,1,1.38,0.00,0.02,0.00,0.98,0.00,0.67,0.00,8.33
2886,1,1.37,0.00,0.05,0.00,0.95,0.00,0.67,0.00,8.28
2887,1,0.24,0.00,0.02,0.00,0.98,0.00,0.67,0.00,1.45
2888,1,2.48,0.00,0.05,0.00,0.95,0.00,0.67,0.00,14.96
2889,1,1.23,0.00,0.17,0.00,0.83,0.00,0.67,0.00,7.43
2890,1,0.79,0.00,0.27,0.00,0.73,0.00,0.67,0.00,4.75
2891,1,0.14,0.00,0.19,0.00,0.81,0.00,0.67,0.00,0.85
2892,1,1.53,0.00,0.18,0.00,0.82,0.00,0.67,0.00,9.21
2893,1,1.69,1.69,0.03,0.00,0.97,0.00,0.67,0.00,11.15
2894,1,1.46,0.00,0.10,0.00,0.90,0.00,0.67,0.00,8.79
2895,1,1.03,0.00,0.13,0.00,0.87,0.00,0.67,0.00,6.24
2896,1,0.99,0.00,0.10,0.00,0.90,0.00,0.67,0.00,5.96
2897,1,9.54,0.02,0.00,0.01,1.00,0.00,0.67,0.00,57.93
2898,1,5.35,0.54,0.04,0.00,0.96,0.00,0.67,0.00,32.80
2899,1,1.25,0.00,0.10,0.00,0.90,0.00,0.67,0.00,7.57
2900,1,0.15,0.00,0.01,0.00,0.99,0.00,0.67,0.00,0.88
2901,1,0.83,0.00,0.25,0.00,0.75,0.00,0.67,0.00,5.03
2902,1,0.42,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.54
2903,1,0.70,0.05,0.01,0.02,0.99,0.00,0.67,0.00,4.62
2904,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2905,1,0.27,0.00,0.11,0.00,0.89,0.00,0.67,0.00,1.64
2906,1,0.31,0.03,0.05,0.03,0.95,0.00,0.67,0.00,2.53
2907,1,0.24,0.00,0.05,0.00,0.95,0.00,0.67,0.00,1.48
2908,1,0.24,0.00,0.01,0.00,0.99,0.00,0.67,0.00,1.48
2909,1,0.53,0.00,0.04,0.00,0.96,0.00,0.67,0.00,3.22
2910,1,0.14,0.00,0.11,0.00,0.89,0.00,0.67,0.00,0.82
2911,1,0.25,0.07,0.16,0.07,0.84,0.00,0.67,0.00,3.01
2912,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2913,1,0.00,0.00,0.00,0.01,1.00,0.48,0.43,1.00,0.29
2914,1,0.53,0.30,0.09,0.01,0.91,0.00,0.67,0.00,4.07
2915,1,0.58,0.00,0.02,0.00,0.98,0.00,0.67,0.00,3.49
2916,1,1.51,0.01,0.01,0.01,0.99,0.00,0.67,0.00,9.43
2917,1,0.61,0.00,0.19,0.00,0.81,0.00,0.67,0.00,3.68
2918,1,1.51,0.16,0.32,0.11,0.68,0.00,0.67,0.00,11.79
2919,1,1.26,0.54,0.08,0.00,0.92,0.00,0.67,0.00,8.48
2920,1,0.91,0.91,0.08,0.02,0.92,0.00,0.67,0.00,7.48
2921,1,0.51,0.51,0.13,0.00,0.87,0.00,0.67,0.00,4.52
2922,1,1.11,1.11,0.09,0.01,0.91,0.00,0.67,0.00,9.03
2923,1,0.76,0.11,0.08,0.10,0.92,0.00,0.67,0.00,6.88
2924,1,5.53,0.00,0.02,0.00,0.98,0.00,0.67,0.00,33.41
2925,1,0.34,0.00,0.10,0.00,0.90,0.00,0.67,0.00,2.05
2926,1,0.65,0.00,0.20,0.00,0.80,0.00,0.67,0.00,3.94
2927,1,0.61,0.12,0.00,0.12,1.00,0.00,0.67,0.00,6.40
2928,1,0.37,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.26
2929,1,1.05,0.05,0.02,0.05,0.98,0.00,0.67,0.00,7.44
2930,1,3.65,0.00,0.02,0.00,0.98,0.00,0.67,0.00,22.07
2931,1,1.66,0.44,0.07,0.00,0.93,0.00,0.67,0.00,10.67
2932,1,0.28,0.02,0.00,0.02,1.00,0.00,0.67,0.00,2.06
2933,1,0.67,0.12,0.93,0.12,0.07,0.00,0.67,0.00,6.74
2934,1,0.73,0.00,0.11,0.00,0.89,0.00,0.67,0.00,4.41
2935,1,8.23,0.00,0.02,0.00,0.98,0.00,0.67,0.00,49.70
2936,1,0.62,0.00,0.11,0.00,0.89,0.00,0.67,0.00,3.73
2937,1,0.24,0.02,0.01,0.02,0.99,0.00,0.67,0.00,1.82
2938,1,0.69,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.18
2939,1,0.44,0.02,0.00,0.02,1.00,0.00,0.67,0.00,3.03
2940,1,0.98,0.00,0.19,0.00,0.81,0.00,0.67,0.00,5.91
2941,1,0.53,0.00,0.02,0.00,0.98,0.00,0.67,0.00,3.23
2942,1,1.75,0.79,0.03,0.00,0.97,0.00,0.67,0.00,11.10
2943,1,1.10,0.00,0.20,0.00,0.80,0.00,0.67,0.00,6.67
2944,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2945,1,0.14,0.00,0.09,0.00,0.91,0.00,0.67,0.00,0.88
2946,1,0.65,0.31,1.00,0.31,0.00,0.00,0.67,0.00,10.68
2947,1,0.63,0.09,0.00,0.09,1.00,0.00,0.67,0.00,5.67
2948,1,4.73,0.00,0.02,0.00,0.98,0.00,0.67,0.00,28.59
2949,1,0.53,0.47,0.22,0.00,0.78,0.00,0.67,0.00,5.41
2950,1,0.81,0.49,0.40,0.15,0.60,0.00,0.67,0.00,11.04
2951,1,0.59,0.00,0.11,0.00,0.89,0.00,0.67,0.00,3.59
2952,1,3.15,0.00,0.02,0.00,0.98,0.00,0.67,0.00,19.02
2953,1,1.32,1.32,0.07,0.00,0.93,0.00,0.67,0.00,9.83
2954,1,0.54,0.00,0.22,0.00,0.78,0.00,0.67,0.00,3.24
2955,1,0.71,0.00,0.02,0.00,0.98,0.00,0.67,0.00,4.29
2956,1,0.40,0.01,0.00,0.01,1.00,0.00,0.67,0.00,2.68
2957,1,1.95,0.00,0.11,0.00,0.89,0.00,0.67,0.00,11.78
2958,1,4.15,0.00,0.02,0.00,0.98,0.00,0.67,0.00,25.08
2959,1,5.14,0.00,0.02,0.00,0.98,0.00,0.67,0.00,31.04
2960,1,0.71,0.00,0.27,0.00,0.73,0.00,0.67,0.00,4.28
2961,1,0.96,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.80
2962,1,10.84,0.00,0.19,0.00,0.81,0.00,0.67,0.00,65.48
2963,1,0.94,0.02,0.00,0.02,1.00,0.00,0.67,0.00,6.06
2964,1,4.30,0.07,0.05,0.04,0.95,0.00,0.67,0.00,26.78
2965,1,0.79,0.79,0.07,0.00,0.93,0.00,0.67,0.00,5.95
2966,1,0.72,0.01,0.00,0.01,1.00,0.00,0.67,0.00,4.67
2967,1,0.61,0.00,0.19,0.00,0.81,0.00,0.67,0.00,3.68
2968,1,1.07,0.00,0.14,0.00,0.86,0.00,0.67,0.00,6.45
2969,1,0.37,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.24
2970,1,0.99,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.97
2971,1,7.42,0.17,0.19,0.17,0.81,0.00,0.67,0.00,48.50
2972,1,3.75,0.42,0.04,0.00,0.96,0.00,0.67,0.00,23.04
2973,1,1.24,0.00,0.02,0.00,0.98,0.00,0.67,0.00,7.49
2974,1,0.37,0.00,0.20,0.00,0.80,0.00,0.67,0.00,2.26
2975,1,0.79,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.76
2976,1,0.25,0.00,0.03,0.00,0.97,0.00,0.67,0.00,1.51
2977,1,0.84,0.00,0.19,0.00,0.81,0.00,0.67,0.00,5.04
2978,1,0.57,0.00,0.42,0.00,0.58,0.00,0.67,0.00,3.45
2979,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2980,1,2.25,0.00,0.09,0.00,0.91,0.00,0.67,0.00,13.59
2981,1,0.69,0.00,0.14,0.00,0.86,0.00,0.67,0.00,4.14
2982,1,1.13,0.10,0.02,0.03,0.98,0.00,0.67,0.00,7.56
2983,1,1.86,0.00,0.10,0.00,0.90,0.00,0.67,0.00,11.25
2984,1,0.84,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.05
2985,1,0.67,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.02
2986,1,13.07,0.24,0.03,0.16,0.97,0.00,0.67,0.00,82.41
2987,1,0.22,0.00,0.01,0.00,0.99,0.00,0.67,0.00,1.35
2988,1,0.62,0.00,0.20,0.00,0.80,0.00,0.67,0.00,3.75
2989,1,0.24,0.00,0.05,0.00,0.95,0.00,0.67,0.00,1.45
2990,1,1.01,0.00,0.10,0.00,0.90,0.00,0.67,0.00,6.11
